"Data Source","مؤشرات التنمية العالمية",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"رواندا","RWA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1402915","1451323","1489259","1521113","1554028","1592637","1627633","1667529","1710552","1753401","1794276","1844341","1893383","1943318","1997086","2056670","2130562","2208572","2291401","2379628","2473585","2579822","2684816","2793708","2914531","3051268","3213502","3394424","3556821","3641117","3602326","3447791","3181161","2864684","2596966","2454871","2536179","2730945","3008722","3295292","3520437","3630823","3686803","3702073","3711747","3744593","3806533","3887017","3981749","4079029","4170277","4263472","4349395","4432016","4519027","4614872","4705315","4808684","4917771","5021237","",
"جنوب آسيا","SAS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","232283978","238814899","245721729","252754687","259486091","265711777","272547596","278735158","284460455","290040496","295644060","301988852","308236312","314423259","320542438","326613665","333829573","340778460","347595292","354445687","361419857","369533463","377681871","385809124","393768022","401465851","410320523","418541612","426298959","433815489","441183072","448961875","456451177","463542370","470045509","475853448","481727617","486937861","491515456","495557596","499155683","503421381","507076663","510212825","512938093","515292857","518073070","520494963","522480639","523836934","524436327","524871513","524278341","522995126","521467882","519984160","518067410","516714425","515583013","514143504","",
"المملكة العربية السعودية","SAU","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1763121","1827764","1894699","1964561","2037545","2113553","2196595","2281432","2371237","2470060","2581150","2699704","2829882","2971305","3121990","3281159","3442128","3607363","3786124","3990709","4228039","4463984","4726364","5004189","5278350","5535144","5830351","6098014","6350339","6592961","6818969","7071544","7307969","7512989","7672969","7785817","7785296","7769847","7772627","7818633","7908544","7910113","7937383","7980962","8026687","8067469","8081085","8079175","8078067","8097562","8145121","8115669","8116848","8138558","8166017","8190404","8280865","8360534","8439427","8521206","",
"السودان","SDN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3394612","3511956","3630771","3751793","3875666","4002932","4148583","4296032","4446373","4600712","4759761","4937662","5117701","5302040","5493216","5692916","5914070","6140139","6369998","6601111","6831163","7079432","7323979","7563368","7795315","8018109","8248932","8466996","8683145","8913811","9170564","9453173","9763268","10082597","10383466","10646282","10947246","11207594","11444340","11684841","11946931","12237912","12548290","12866518","13172614","13453933","13757793","14040339","14309197","14577223","14852433","15114437","15376210","15636567","15893352","16146248","16412408","16674160","16933296","17191958","",
"السنغال","SEN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1407982","1457115","1507769","1558867","1608014","1653965","1708547","1758116","1804421","1850150","1896843","1961748","2025271","2087123","2146087","2201386","2282344","2357972","2431345","2506515","2586135","2677275","2771088","2866710","2961859","3054844","3156525","3252065","3343666","3434292","3525099","3622244","3720166","3815642","3903646","3981322","4073824","4156084","4231232","4304727","4380403","4468481","4557892","4650306","4747588","4851305","4969735","5096434","5230610","5370689","5515879","5675423","5837148","6001544","6168782","6337801","6503821","6666775","6826163","6981341","",
"سنغافورة","SGP","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","711715","748092","775334","795418","811465","823235","828197","829477","824873","815779","804392","794297","784502","773964","759818","741752","727404","708326","685926","666564","652748","661627","675374","673626","676088","664167","649891","642028","639250","641244","653949","665272","679596","691986","707877","721238","747465","763301","773685","760486","753639","765729","764643","742406","736049","734887","737003","742115","749216","734384","710431","712953","717954","714145","706292","699188","689093","685394","692333","703336","",
"جزر سليمان","SLB","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","50241","51802","53501","55342","57281","59257","61107","62956","64839","66910","69323","73116","77424","82119","86946","91682","95394","98837","102164","105607","109267","113260","117407","121542","125401","128825","131901","134663","137134","139447","141723","144549","147243","149912","152678","155588","158937","162354","165853","169410","172992","177129","181471","185890","190166","194146","198137","201931","205800","210129","215112","220045","225607","231626","237768","243841","250423","256666","262720","268808","",
"سيراليون","SLE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","888634","907794","925326","942074","958873","976144","1003018","1028671","1053751","1078711","1103778","1137116","1169416","1201018","1232019","1262459","1300633","1336930","1372041","1406766","1441547","1483359","1523403","1563230","1605002","1650100","1708899","1769349","1826203","1870928","1896430","1917107","1922591","1917329","1909380","1906407","1913619","1922039","1938306","1970614","2024968","2099495","2190681","2291050","2387577","2469465","2547830","2612812","2666658","2714665","2761155","2816103","2867019","2915051","2961236","3006031","3051492","3096957","3141126","3181878","",
"السلفادور","SLV","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1243836","1287172","1333203","1380402","1426236","1469195","1516119","1558876","1598616","1637248","1675640","1714050","1752553","1790608","1827060","1861084","1895400","1928138","1959145","1987870","2013428","2034831","2052801","2068340","2082686","2096314","2097195","2098733","2100900","2103744","2107775","2107973","2110853","2116078","2122674","2129468","2138564","2145788","2151496","2155630","2157401","2153460","2146079","2135192","2121239","2104581","2074125","2046029","2018351","1988760","1956621","1924124","1887763","1851046","1819164","1794548","1770288","1753260","1742081","1733324","",
"سان مارينو","SMR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"الصومال","SOM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1173894","1206080","1236047","1264483","1292303","1320098","1358546","1398852","1437818","1469774","1491416","1508541","1510892","1520634","1571169","1688469","1870339","2105918","2364901","2594176","2748752","2855684","2902695","2904714","2894924","2901767","2948343","3011013","3082736","3147740","3193303","3235565","3260012","3280764","3320782","3398711","3516694","3664897","3836387","4015093","4187655","4369435","4538146","4696495","4850382","5002781","5172291","5340884","5504995","5659322","5802083","5957042","6097793","6230557","6365304","6507983","6659202","6820848","6990285","7162343","",
"صربيا","SRB","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1803399","1787225","1774509","1758005","1736236","1682573","1645369","1613216","1586097","1562669","1540688","1514454","1487017","1455681","1423772","1392485","1363788","1335853","1309565","1285826","1263978","1234454","1210214","1187455","1166504","1146913","1127724","1111113","1095548","1079315","",
"أفريقيا جنوب الصحراء (الدخل المرتفع باستثناء)","SSA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","97000805","99867842","102725332","105579766","108419415","111242845","114641998","117941591","121212551","124535766","127955557","131964195","136008023","140095765","144221072","148389528","153199558","157968754","162756002","167622643","172590432","178318333","184026588","189721759","195396629","201048523","207402322","213626930","219732129","225707789","231527379","237836169","243914178","249808472","255586118","261298674","268034486","274679004","281285898","287897793","294553344","302225682","309859249","317559240","325456132","333622450","342641681","351807426","361110637","370503746","379951774","389947124","399856977","409692774","419461012","429149630","439118550","448884947","458446461","467808998","",
"جنوب السودان","SSD","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1180231","1209261","1233795","1256520","1281297","1310011","1348699","1389690","1432113","1473860","1513881","1562446","1607792","1651010","1693796","1737224","1789217","1839359","1889338","1941250","1996513","2065620","2134069","2199275","2257253","2303817","2355677","2402130","2436161","2447808","2431172","2407749","2357394","2299646","2264626","2276527","2328431","2417668","2535182","2660949","2778778","2893851","2996642","3095441","3205139","3336300","3493266","3665594","3842016","4004306","4137878","4267678","4374353","4456697","4515828","4552591","4579378","4588719","4590143","4598305","",
"أفريقيا جنوب الصحراء","SSF","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","97324221","100202388","103070640","105935208","108783385","111613197","115018812","118322167","121595055","124919565","128340463","132346825","136389657","140476806","144601085","148767677","153573181","158338262","163121750","167988849","172958821","178685064","184390301","190080866","195751377","201398099","207747964","213969048","220069683","226041926","231859196","238165467","244243684","250139537","255919276","261630737","268368312","275012280","281616718","288227468","294882281","302551766","310185724","317886617","325783158","333946844","342963418","352123370","361419245","370804676","380246651","390233935","400138139","409969356","419732881","429416257","439379447","449139600","458694475","468050631","",
"الدول الصغيرة","SST","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","5652718","5798981","5941161","6077823","6207252","6327685","6460937","6582446","6696265","6806542","6915350","7009259","7107275","7206169","7301343","7391814","7486534","7574819","7664622","7770101","7894976","8023174","8170004","8327596","8485570","8638272","8809867","8964402","9106547","9245430","9380956","9513209","9640975","9760526","9865903","9949533","10044448","10118552","10178227","10237339","10294985","10316864","10342228","10372706","10410911","10460236","10490019","10528789","10577670","10635052","10700917","10815780","10928990","11049693","11181301","11321177","11461857","11601557","11740398","11873561","",
"سان تومي وبرينسيبي","STP","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","21254","22757","23860","24735","25626","26692","28477","30381","32251","33916","35251","36405","37304","38043","38830","39804","40946","42332","43738","44880","45622","47040","47925","48554","49326","50480","51408","52822","54575","56344","57899","58853","59742","60479","61032","61403","61857","62134","62340","62632","63122","63878","64800","65988","67489","69284","70848","72625","74528","76452","78293","80094","81854","83526","85059","86435","87654","88748","89729","90639","",
"سورينام","SUR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","135900","140733","145079","149119","153115","157176","162674","167929","172454","175568","176827","176605","175400","173654","171977","170727","164645","158900","153323","147954","143061","138560","135378","133316","132033","131388","132788","133825","134888","136510","138850","141149","144100","147344","150266","152500","153534","154055","154166","154103","154037","154578","155081","155587","156054","156422","156481","156325","156038","155756","155581","155497","155594","155796","155969","156031","156367","156505","156498","156458","",
"الجمهورية السلوفاكية","SVK","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1279956","1312118","1322502","1331212","1334687","1329712","1324232","1310057","1289534","1269061","1248308","1230192","1223439","1223073","1225963","1230513","1244546","1257797","1271388","1287089","1302859","1317317","1332876","1347473","1359857","1369365","1370286","1370215","1367398","1359306","1345420","1326802","1301709","1276808","1250197","1221774","1193278","1162603","1130275","1097328","1062301","1023743","990543","959836","931025","903837","882966","864054","848099","835861","826781","824050","822165","821399","823188","827553","828796","834255","841316","846894","",
"سلوفينيا","SVN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","438359","436478","434350","432647","430600","428282","428897","426862","422718","418191","416112","414963","416595","420039","422296","425657","431805","435811","438800","441789","444618","444278","442321","441296","439139","436382","435634","435175","430306","423098","414177","406586","396245","384280","372733","362388","350601","339999","330207","321661","313717","306230","298140","290083","283504","279441","276834","277604","279304","283737","286608","291282","294654","297110","299692","302719","305192","307937","311536","315398","",
"السويد","SWE","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1678996","1667814","1651085","1632208","1620394","1619006","1626592","1635667","1645771","1659580","1675971","1688826","1694331","1695860","1696357","1695009","1689109","1678881","1664390","1646882","1627978","1602620","1577911","1554304","1533050","1515988","1507146","1503572","1506388","1517156","1534165","1561229","1587980","1615586","1643529","1663119","1671681","1667773","1656141","1643389","1634446","1608979","1598494","1595017","1587349","1571559","1574918","1565977","1550786","1542992","1548134","1560399","1583061","1616841","1656135","1694701","1725459","1759611","1788984","1812862","",
"إسواتيني","SWZ","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","154225","158493","162629","166769","171124","175854","180871","186198","191823","197718","203848","211293","219021","227028","235325","243951","253501","263127","272985","283357","294376","305708","317866","330414","342736","354444","365749","375758","384693","392997","400757","407554","414552","421066","426099","429159","433620","435697","435737","434523","432418","430814","429457","428225","427005","425920","425295","425342","425941","426897","427938","428985","429178","429182","429899","431666","430507","431280","433031","434354","",
" سانت مارتن-الجزء الهولندي","SXM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"سيشل","SYC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","16123","16899","17790","18693","19465","20068","20906","21592","22182","22758","23338","23591","23928","24042","24179","24383","24602","24785","24569","24413","24265","24122","23855","23440","23202","23018","23247","24321","24473","24709","24924","24508","23929","23794","23822","23568","23596","23475","23475","23465","23243","22425","22435","21651","21091","20686","20959","20761","20790","20375","20478","19954","20156","20596","21044","21678","22079","22503","22870","23175","",
"الجمهورية العربية السورية","SYR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","2125591","2216521","2315820","2418626","2517430","2608964","2703340","2790213","2873312","2959448","3052648","3159190","3273106","3393157","3516545","3641843","3781668","3922323","4065797","4215152","4371813","4531193","4695531","4861498","5023915","5178869","5332687","5478120","5614634","5741854","5859392","5962597","6053535","6135693","6215661","6298076","6379436","6474615","6573644","6661407","6730774","6830660","6891658","6947325","7047822","7221330","7392799","7647811","7909332","8052860","7987521","7763011","7365090","6858223","6356491","5949143","5648828","5432663","5312215","5301648","",
"جزر تركس وكيكوس","TCA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"تشاد","TCD","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1229836","1264414","1301249","1338465","1372742","1402497","1437130","1466745","1493701","1522032","1554409","1597247","1643685","1692313","1740150","1785064","1837970","1887137","1934534","1983216","2035351","2096657","2159726","2225664","2295494","2370311","2456808","2546844","2640039","2735319","2831721","2938940","3046323","3155043","3266854","3383275","3515576","3649664","3787521","3931635","4083622","4255560","4432639","4612287","4789995","4962039","5144106","5318911","5488727","5657613","5828681","6016477","6203823","6389878","6572612","6750220","6936981","7118036","7294091","7466478","",
"شرق آسيا والمحيط الهادئ (البنك الدولي للإنشاء والمؤسسة الدولية للتنمية)","TEA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","355786943","357051302","365656355","379669323","392189186","402892137","416173759","426316655","435145174","444635928","455196809","467631529","478810066","489021773","497457603","503231627","506142508","507020255","506381408","504478356","501372652","496547961","492647966","488775749","484733756","481577039","481885059","483520150","486046337","488530163","490297855","495547896","496754459","495822891","495352683","496266420","491393522","490811252","491557833","489421269","482808569","477857934","468208853","455885175","444602571","436363260","429219544","424726762","422487619","421106922","419823059","419199338","418951697","418970009","419252141","419681753","420644858","421337840","421523985","421300429","",
"أوروبا وآسيا الوسطى (البنك الدولي للإنشاء والمؤسسة الدولية للتنمية)","TEC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","98149906","100420253","102225728","103572450","104553603","105182644","105336529","105249403","104903305","104386185","103787777","103036482","102492773","102082608","101726968","101392621","101712457","101825715","101907098","102223371","102914815","103851677","105127530","106620643","108132555","109452241","110814821","111971235","112844820","113360683","113374759","113377070","112789829","111755563","110381516","108801753","106656879","104712485","102778871","100571451","98030962","95631226","93033748","90484121","88253746","86493732","85215685","84339695","83904283","83882097","84154015","84984709","85976169","87199164","88563728","89989601","91317347","92575677","93689180","94607735","",
"توغو","TGO","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","679006","690093","699188","709157","724294","747992","781664","821757","865723","908713","946451","984402","1018079","1047922","1075404","1101954","1132758","1161790","1191230","1224099","1262699","1309485","1360093","1413105","1465601","1514971","1567947","1617531","1662912","1703241","1738060","1777892","1811933","1843357","1876946","1916148","1952530","1994925","2040946","2086723","2129818","2184957","2237255","2288696","2342432","2400490","2466859","2535559","2606133","2677220","2747644","2819658","2889933","2957995","3023369","3085695","3147007","3205458","3260919","3313637","",
"تايلند","THA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","11708145","12144362","12576401","13007735","13446050","13894597","14373617","14855568","15332795","15792347","16225774","16670246","17058767","17398429","17699214","17963503","18185717","18380952","18539050","18642304","18682033","18647047","18560183","18430464","18277644","18115242","17931054","17743202","17544579","17327319","17088453","16905022","16705491","16499487","16298337","16110224","15889496","15687841","15492263","15296549","15096533","14855711","14621139","14390772","14159131","13924391","13704043","13492037","13284647","13083014","12890535","12819759","12720500","12601013","12475313","12350896","12170447","12010555","11863244","11713485","",
"طاجيكستان","TJK","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","832544","887006","947443","1010563","1071215","1126360","1180817","1228580","1270880","1310433","1348696","1380319","1412540","1445266","1476997","1506763","1541222","1572147","1601798","1633906","1670912","1714534","1764464","1820455","1881294","1946061","2021801","2100302","2178622","2251834","2315241","2383713","2438067","2481322","2518437","2552473","2575113","2598786","2620794","2636453","2643500","2640646","2628448","2610339","2593175","2581666","2585381","2599027","2621778","2650915","2685570","2741200","2799012","2863852","2940551","3029879","3130094","3237072","3347678","3455402","",
"تركمانستان","TKM","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","638933","679855","722291","764647","804743","841182","876724","907180","933632","958265","982514","1003733","1025692","1048221","1070197","1090903","1111939","1132675","1153448","1174444","1195460","1218263","1240210","1262911","1288162","1316716","1346826","1381002","1418312","1456816","1495228","1539177","1578720","1613299","1641505","1661006","1672906","1674293","1666774","1653642","1637848","1615782","1599474","1585848","1569995","1550364","1539751","1520843","1501062","1492498","1501612","1516650","1553335","1603685","1653373","1694303","1745611","1779714","1803388","1827685","",
"أمريكا اللاتينية والبحر الكاريبي (البنك الدولي للإنشاء والمؤسسة الدولية للتنمية)","TLA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","89581913","92499775","95468318","98427921","101284583","103984048","106833591","109466796","111928558","114292013","116589982","118937237","121204006","123391732","125499530","127539636","129635509","131720984","133790548","135832689","137841895","140045179","142138108","144154687","146128911","148055700","149973122","151816616","153564539","155179189","156638813","157970223","159201489","160304215","161263140","162075375","162732158","163230521","163594085","163851078","164010315","164055327","164019463","163898391","163679245","163349783","162920197","162355495","161681481","160952578","160185628","159429791","158740730","158088806","157419074","156703048","156016101","155264069","154501704","153805673","",
"تيمور - ليشتي","TLS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","195393","198737","200806","202290","204261","207222","211570","216317","221456","226787","232208","238893","245909","252126","255755","255502","256595","253164","247188","241944","239779","236829","238186","242460","247132","250773","257452","261850","265668","271557","280804","292191","306981","323260","337774","348545","362175","371666","378769","386503","396828","404061","414328","426009","436562","444445","452402","457216","459941","462282","465122","465638","467017","468907","470727","472366","473901","476198","479048","482231","",
"الشرق الأوسط وشمال أفريقيا (البنك الدولي للإنشاء والمؤسسة الدولية للتنمية)","TMN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","42012223","43556525","45127938","46695164","48207943","49642549","51228280","52703774","54097300","55449761","56778506","58280439","59730103","61161656","62616804","64128253","65802855","67545490","69366349","71284187","73323448","75675023","78105585","80593321","83100542","85582715","88238943","90787847","93187580","95375980","97292441","98937921","100260115","101267523","101987302","102439325","102589615","102578555","102391803","102022365","101504797","101049889","100516501","99989872","99594863","99414314","99560689","99930345","100549019","101424709","102557271","103879700","105492881","107329221","109260012","111186455","113411486","115439823","117343628","119246616","",
"تونغا","TON","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","27980","29114","30389","31762","33137","34420","36084","37584","38872","39893","40599","40875","40916","40773","40537","40280","39827","39548","39369","39142","38782","38966","38895","38669","38454","38329","38071","37791","37574","37477","37492","37505","37738","38018","38145","38074","38157","37976","37701","37574","37704","37466","37574","37910","38273","38552","38823","39019","39105","39076","38899","38516","38042","37502","37012","36691","36540","36498","36548","36649","",
"جنوب آسيا (البنك الدولي للإنشاء والمؤسسة الدولية للتنمية)","TSA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","232283978","238814899","245721729","252754687","259486091","265711777","272547596","278735158","284460455","290040496","295644060","301988852","308236312","314423259","320542438","326613665","333829573","340778460","347595292","354445687","361419857","369533463","377681871","385809124","393768022","401465851","410320523","418541612","426298959","433815489","441183072","448961875","456451177","463542370","470045509","475853448","481727617","486937861","491515456","495557596","499155683","503421381","507076663","510212825","512938093","515292857","518073070","520494963","522480639","523836934","524436327","524871513","524278341","522995126","521467882","519984160","518067410","516714425","515583013","514143504","",
"أفريقيا جنوب الصحراء (البنك الدولي للإنشاء والمؤسسة الدولية للتنمية)","TSS","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","97324221","100202388","103070640","105935208","108783385","111613197","115018812","118322167","121595055","124919565","128340463","132346825","136389657","140476806","144601085","148767677","153573181","158338262","163121750","167988849","172958821","178685064","184390301","190080866","195751377","201398099","207747964","213969048","220069683","226041926","231859196","238165467","244243684","250139537","255919276","261630737","268368312","275012280","281616718","288227468","294882281","302551766","310185724","317886617","325783158","333946844","342963418","352123370","361419245","370804676","380246651","390233935","400138139","409969356","419732881","429416257","439379447","449139600","458694475","468050631","",
"ترينيداد وتوباغو","TTO","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","363249","371585","379443","386583","392295","396026","398137","397212","394658","392551","392008","386889","385033","384803","383719","380686","379152","375144","370375","367711","368610","371982","378849","387714","395789","401359","408207","411201","411425","410833","410353","405904","402719","399478","394178","385949","375600","363142","349402","336078","324282","313202","303688","295715","288972","283297","279663","276895","275183","274657","275224","276323","278013","280042","281950","283365","284079","284268","283803","282638","",
"تونس","TUN","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","1816030","1846822","1891252","1951113","2021334","2093746","2151727","2195904","2231466","2266124","2303981","2332171","2364643","2400312","2436050","2470380","2504982","2539757","2575895","2615739","2660612","2703805","2747648","2791571","2834951","2876879","2921276","2964247","3004450","3039392","3067305","3092594","3106779","3109694","3102195","3084255","3055295","3021031","2979475","2928636","2869118","2812645","2749719","2685208","2625956","2576399","2537842","2508877","2489666","2480384","2481538","2499903","2531137","2571748","2615844","2659710","2712768","2756789","2795324","2833174","",
"تركيا","TUR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","11511374","11850551","12204873","12557381","12880676","13163634","13482234","13755969","13998503","14234613","14479506","14767530","15061992","15359139","15650870","15933379","16258794","16563409","16855120","17143936","17434070","17722435","18004336","18269966","18503928","18696668","18904529","19059802","19169826","19247205","19300405","19333919","19349928","19349633","19336597","19318133","19320553","19330699","19344639","19353985","19353659","19402553","19419000","19417414","19415897","19420395","19397954","19390818","19397106","19416019","19457332","19562749","19691096","19834931","19978664","20103363","20214267","20277709","20291326","20265740","",
"توفالو","TUV","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"تنزانيا","TZA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","4585842","4733544","4872384","5007812","5147972","5297041","5472578","5653637","5840160","6030348","6223727","6446430","6668975","6891946","7115831","7340162","7590099","7838046","8085239","8332802","8581728","8861620","9138459","9413800","9689277","9965637","10270215","10571808","10875933","11190469","11521555","11914821","12317836","12718164","13094395","13428928","13781255","14090550","14375926","14669719","14996898","15378285","15803686","16262525","16734585","17208676","17734654","18252999","18776495","19323109","19900781","20500790","21115989","21743302","22374565","23003555","23611616","24225102","24835399","25431803","",
"أوغندا","UGA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3095825","3208581","3328372","3453683","3580950","3707936","3852763","3996198","4136726","4271875","4398935","4535249","4662264","4784391","4908529","5040123","5189949","5348537","5514232","5683316","5853969","6048446","6240938","6437776","6648172","6877970","7149249","7435211","7732195","8033070","8332321","8674094","9012325","9346189","9674840","9997118","10351588","10696826","11038646","11385674","11744551","12129876","12526410","12931714","13340713","13750210","14175249","14601583","15032150","15470706","15919821","16380688","16842329","17315106","17812623","18343448","18901733","19478053","20050194","20585368","",
"أوكرانيا","UKR","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","11626724","11739598","11905337","12071688","12163289","12146416","12146422","12022549","11820755","11628139","11492892","11308368","11215783","11181419","11139415","11056077","11043707","10961309","10846270","10762479","10741692","10771475","10847203","10963951","11068146","11123152","11173638","11178316","11148853","11103533","11018003","10940803","10855701","10725237","10509433","10233109","9895027","9543996","9180600","8802106","8417857","8053722","7704413","7385562","7109989","6888359","6702132","6581408","6517315","6489493","6479697","6563260","6637762","6712855","6787438","6892284","6946323","7006639","7055897","7074869","",
"الشريحة العليا من البلدان متوسطة الدخل","UMC","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","483934900","488721859","500526283","517395198","532495050","545532519","560984052","572924371","583283602","594195278","606159477","619846847","632448816","644183195","654118694","661329981","666255080","668981743","670162063","670273132","669481688","667390220","666425098","665602852","664599718","664287924","667524128","671841866","676686383","680953922","683778050","689787180","690988001","689445287","688026752","687805115","681084352","678910816","678132628","674231171","665511131","658766610","646912299","632254761","618923314","609122139","600969080","595826066","593369739","592175023","591296992","591088038","591718117","592897487","594377971","595860612","597897739","599383890","600112929","600309373","",
"أوروغواي","URY","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","707264","719195","729783","739253","748044","756155","764530","771576","777194","781317","783695","783418","784123","784747","784358","783201","784911","784245","782840","782794","784889","787927","792090","797136","802357","807238","806411","807636","809267","809724","808689","810400","809489","807369","806085","806440","808451","811127","813883","815384","814638","810844","806397","800932","794374","787096","779524","770902","761798","753255","745839","738348","732614","728088","723824","719430","717074","714033","710831","708204","",
"الولايات المتحدة","USA","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","55449882","56581582","57365125","57870878","58224736","58422862","58473696","58413370","58216720","57910079","57614404","57053829","56397248","55652853","54831920","54004275","53520654","52968008","52408023","51937115","51519090","51288794","51178133","51176001","51242565","51392983","51836929","52314106","52839266","53414072","54104532","55150570","56202440","57154177","57952829","58621803","59393912","60000925","60457655","60863484","61237370","61349552","61540958","61700652","61781645","61707218","62115320","62324459","62414797","62456435","62497826","62389679","62211250","61988641","61802095","61638027","61434232","61287489","61120095","60886190","",
"أوزبكستان","UZB","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","3381049","3587787","3815020","4052244","4283741","4501692","4726094","4932601","5122392","5298758","5459344","5579507","5691888","5795824","5888950","5973109","6081963","6175831","6264073","6361359","6474951","6606803","6760101","6930605","7108231","7286656","7495382","7701308","7903695","8103261","8344640","8537455","8736984","8919331","9059010","9163108","9252436","9311107","9316852","9248970","9187654","9074468","8950714","8813438","8670068","8530138","8404400","8314614","8260117","8232933","8321752","8475450","8526998","8600908","8717434","8874758","9041157","9236686","9453806","9670493","",
"سانت فنسنت وجزر غرينادين","VCT","عدد السكان في الفئة العمرية صفر-14، الإجمالي","SP.POP.0014.TO","40170","40957","41669","42304","42884","43431","43789","44097","44382","44670","44972","45098","45244","45363","45407","45363","45216","44963","44633","44279","43935","43441","43005","42585","42141","41672","41387","41156","40989","40890","40800","40074","39369","38669","37950","37220","36522","35816","35124","34493","33932","33272","32665","32099","31554","31014","30397","29853","29303","28675","27966","27645","27221","26739","26280","25889","25567","25197","24843","24544","",
